Customer Review,Emotion
"bungkusnya bocor, basah, jadi tinggal tempel bubble wrap yang ada insulasinya, ditambah cairannya rasanya suka gak enak, gak enak buat yang lain, botol kacanya aman",Anger
saya udah beli tpi gaak di sertakan . Huh. Bohong,Anger
"pengiriman ekspres, burungnya lincah sekali, top markotop",Love
uda 2x bayar di toko ini dan puas banget banget adminnya gagah banget karna butuh cepet bersama berkelanjutan response thank you,Love
"segel rusak agak ragu sih dengan kualitas nya sempet komplain ,disertakan video unboxing saat paket datang. tp sama penjual direspons negative. yasudahlah. kapok beli disini",Fear
kecewa karena makanan yang dikirim kurang dari 1,Sadness
"Kondisi buku kurang bagus dan ada halaman tidak terbaca, balasan penjualnya murahan mungkin",Anger
oke yah kakakkk biasa langganannnnnn,Love
Obengnya ngga bisa kepakai kualitas rendah,Fear
layanannya sangat buruk,Anger
"Saya sudah menata ulang barang yang ada di gambar, tatakan balonnya tidak ada, saya sudah komplain ke tokopedia, biayanya sudah dikembalikan ke saya, namun saya tetap merasa kecewa karena penjual belum memberi tahu saya tentang ketersediaan barang dan saya sangat perlu meminta maaf karena diberi rate seperti itu.",Sadness
barang nya rusak,Sadness
Beli disini puas banyak di lebihin. pngiriman cepat pokonya mantap ??,Love
"Produk asli, penjual respondsif, packaging rapi",Happy
"posisi kancing dan lubamg kancing tidak sejajar, jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata",Sadness
"Barang tidak sesuai, dikasih masker yang lebih murah hrganya.",Fear
pengiriman standart dan buku sampai dengan aman,Happy
Penjual ANGKUH... yang namanya pembeli itu RAJA.. di layani sebagaimana mestinya.. KEPUASAN PEMBELI PRIORITAS UTAMA.. LAH LOH? ANGKUH SOMBONG.. MAKAN TUH DUET HARAM.. PERTAMA DAN TERAKHIR GUE BELANJA DI OLSHOP LOH CUIH!!!!,Anger
"Suka banget, dia ramah banget dan tanggap juga, terima kasih",Love
Sudah sesuai dengan pesanan,Happy
mmaaaanncccllaaappp.. ??,Love
"Lain kali, harap periksa dengan teliti sebelum mengemasnya",Fear
"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",Anger
"Nyaman, ga licin, mantebbb",Happy
Sudah diterima semoga awet Packing Bagus. kelengkapan sesuai.,Happy
"Packing bagus, puass",Happy
atas,Love
penjual gak sopan santun diblngin malah ngengasss ganjil,Anger
"menyerap air dgn baik, cuman ukurannya kecil banget. jd kalau untuk mengeringkan banyak piring butuh lebih dr satu.",Happy
barang sampai dgn baik. tidak ada cacat. ternyata barangnya kecil juga tp ttep memuaskan. dan bekerja juga dgn baik.,Happy
berat harta di pemerian 45kg padahal berat asli barang mulai kurir saat diterima cuma 1kg jadi ongkir sungguhsungguh mahal dari kenyataan beserta harus mengajukan komplain dll untuk bisa beroleh refund ongkir merepotkan,Anger
"Kalau saya pakai yang satu berfungsi dengan baik, tapi kalau saya pakai dua sering terjepit sendiri",Fear
"Akhirnya bisa main MC online bareng temen, sellernya benar-benar baik ngasih panduannya jelas banget. mantab pokoknya",Love
"Sory harus kasih bintang 2, krna pengiriman salah sampai 2 kali kirim, sebaiknya diperhatikan lagi bagian pengirimannya",Sadness
mantaaappp bagus keren,Love
"pelayanan cepat, packing rapi, pokoknya karakter ini yang terbaik",Love
"Adminnya ramah bgt asli, nanya apa aja dijawabnya gercep bgt",Happy
"Tidak menempel di sepatu, lemnya seperti lem UHU kemasan ulang",Anger
"Cepat meresap. packaging baik tidak bocor, pengiriman jg cepat, beli karena ntn live di tokped, thanks seller",Happy
"Bisa dipakai, trusted seller, recommended!",Love
Barang yang tipis tidak sesuai dengan yang dikatakan tebal.Aku bosan berbelanja di sini,Fear
Terakhir saya beli nge packnya g kenceng sobek semua berceceran dijalan saya beli 6 rusak 5 yg 5 sobek semua isinya tumpah kemana2 yg satu pack sampe k saya dah tinggal 1/4 4n mungkin driver yg bawa jg g ati2 bawanya tapi klw nge packnya kuat mungkin g kejadian saya biasa beli g pernah seperti ini,Fear
"pengiriman lambat sekali (4 hari) stok tidak jelas , penjual bingung sendiri apakah stok masih ready atau tidak",Sadness
bahan nya tipis...nyesel beli 3..harusnya test 1 dulu hahaha...maaf ya..cuma bisa kasih bintang 2,Sadness
Build kokoh. Kakinya gampang diatur. Berfungsi dengan baik. Berfungsi dengan baik.,Happy
repeat instruksi ke 4,Love
warnanya kusam ternyata...,Sadness
bahannya bagus. Adem,Happy
"Pesanan diproses dengan cepat dan saya sudah menggunakan kartu SIM di Eropa, sinyalnya bagus, sangat direkomendasikan",Love
botol pecah pakingnya zonk bgt,Anger
Mic dari awal ga nyala,Sadness
"Kualitas pelayanan sama dengan PKL atau bahkan lebih rendah.Jangan membeli di toko ini jika tidak ingin kecewa.Non original, bukan agen atau distributor resmi.Jika dilihat dari pelayanannya sebagai informasi, saya belum menerima barangnya dan saya membayar sesuai dengan kualitas yang diberikan, jadi harga jasa anda hanya bernilai 6.000 yang sangat kecil bukan?",Fear
"batery remote stick cepet habis, signal remote juga kadang ada kadang tidak ada,,,, apa ada ide agar awet dan signal stabil,?",Fear
"Puas sekali, penjual cepat responnya, alhamdulillah hari ini saya butuh lilin, dikirim hari itu juga, hari ulang tahun anak saya, beli perlengkapan disini insya Allah.",Love
"Udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. Masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan",Anger
"Promo yang ditawarkan Marketing S3 payah, Alibinya Free Gimmick Hanya Berlaku pada toko di wilayah Tangerang, Sedangkan barang yang di tawarkan di Toko Tangerang tidak ada Free Gimmick tersebut tapi kenapa dicantumkan di toko Cabang Aneh Sekali",Anger
barang dateng pake utusan kios dekat unboxing trnyt ad lecetbaret ampe ferum ny keliatan sumbut per lukisan yg saya cabut dlm chat dgn owner tiada ad pertanggung jwban chat sy cm di read dr smnjk kmrn mlm 6 april 2020 jam 8an mlm smpe skg tgl 7 april 2020 tanda 1630an,Anger
"Respon cepat, bungkus rapi, rasa enak...terima kasih",Happy
enak banget. bikin ketagihan,Love
ga mungkin muatan baru jijik liatnya ada fertil kotoran cair dan ini pun junior keluar dari bungkusan buang,Anger
barang sudah sampai dengan baik tetapi harga bukunya sangat mahal mungkin bisa dikurangi sedikit Saya sangat suka bukunya dan saya rasa saya akan membeli buku lagi di sini terima kasih,Love
Pesan 3 ke 2 semoga berkah buat yg cheater,Anger
"Build qualitynya kurang bagus, ada retakan sehingga air keluar dari sela-sela retakan dan air yang keluar kurang maksimal",Fear
"hati-hati guys, aku beli tiga trus yang satu beneran gak bisa dipakai, sengaja aku kasih bintang satu, dan aku ngobrol sama abangnya, dia gak respon.",Fear
"Kurang memuaskan, pesan 2 matrass dengan motif yg sama tapi yang datang satunya tidak sesuai dengan deskripsi dan foto. Tidak ada motipnya. Dan seller tidak memberi solusi sampai saat ini.",Anger
pakai esktra bubble udah tukar ternyata era dikirim tidak diberi bubble,Anger
"Agak kecewa, pesan biru atau hitam datang yg warna merah",Sadness
"Jujur saja awalnya saya khawatir karena ini pertama kalinya saya membeli emas secara online.Alhamdulillah, ternyata penjualnya jujur ??dan amanah.Saya akan terus berlangganan, terima kasih.",Love
seller tdk kooperatif menjengkelkan,Anger
"Sukaaaa Banget, Banget, Banget, Bangeeeeettt ????????",Love
barang yg dikirim hrsnya dekat mendemonstrasikan dulu konsumen kan byr bukan cuma-cuma masa pakis rivert nya yg sepihak ada tutup penahannya yg sebelahnya nggak ada tutup penahannya beres copotlah klo di pake gimana sih,Anger
"Lama sekali responnya, perkiraan 1112 sudah sampai, 13 cara bungkusnya, kurang rapi, didalamnya ada riset dan teknologi, saya kecewa.",Sadness
"Jaringannya lemot banget, mending pakai Indihome, menyesal gak beli Network Orbit, parah banget",Sadness
"saya beli Nano Spray di Mic_acc88, barang tidak bagus, saya kembalikan ke toko Mic_acc88, saya minta tukar, oleh toko Mic_acc88 ditukar dengan barang yang sama, ternyata barangnya sama jeleknya, saya minta tukar lagi, saya minta Merk MIXIO WH-08, karena saya lihat gambar di toko MIC_acc88 ada, barangnya lebih murah, saya sudah sampaikan apabila MIXIO WH-08 bagus, saya mau beli lagi dengan menambah uang, ternyata barang yang dikirim kesaya bukan MIXIO WH-08, saya tidak tau barang itu type apa, saya kecewa, sisa uang juga tidak dikembalikan, toko MIX_acc88 tidak menjawab chating saya, kalau menjawab hanya sepatah sepatah kata, tidak memberikan penjelasan dengan baik, bagainana nasib sisa pembelian saya, padahal sudah saya sampaikan, apabila mengirim MIXIO WH-08, sesuai permintaan saya, maka saya akan beli lagi",Sadness
"Barang tiba & sesuai pesanan, tinggal dipake masak deh.. Terima kasih ya..",Happy
"Pengiriman lambat sekali, sangat mengecewakan. Ada pilihan pengiriman next day yg berarti pesanan akan sampai h+1 setelah pembayaran dilakukan. Tapi baru sampai 4 hari, itupun karena berkali kali dikomplain melalui whatsapp dan kolom chat di tokopedia.",Sadness
"Salah kirim barang, yang dikirim item harga jauh lebih murah (Smart Breaker).Transaksi sudah terlanjur diselesaikan, karena sudah beli beberapa kali dan biasa tidak ada masalah.",Sadness
"Tidak transparan, mudah dibentuk, nyaman dipakai, jahitan rapi, bahan adem, warna cantik, model cantik",Love
"Maaf, ini kemasan terburuk yang pernah saya terima.Kalau pecah bagaimana caranya agar isinya rusak saat saya pakai?",Fear
belanja dari official store hal barang diterima seperti sampah beserta barang rongsokan terima kasih,Anger
Barang sudah sampai dengan selamat dan cepat.Sangat merekomendasikan produk ini,Love
build quality kurang ok,Sadness
PRODUK GAK DIKIRIM,Anger
"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",Fear
"paking rapih banget sama berlapis2 ??. pengiriman cepat,barang pas 40pcs. mantulllllllllllll langganan ini mah. nanti malem takbiran pesen lagi ??.",Love
Hati2 untuk yng beli alat ini. Saya baru pake 2 kali dan besiny copot dari base nya. Seller tidak memberikan solusi padahal saya meminta replacement dan bukan refund. Saya sarankan untuk membeli merek lain dripda membeli brang defect dari toko ini.,Fear
"Pesan kemarin sore, hari ini sudah sampai, packing super aman, double bubble wrap, bagus, reviewnya akan saya edit saat mencobanya, terima kasih",Love
"Barang bagus, tapi estimasi tiba dilokasi tidak sesuai di aplikasi. Semoga pelayanannya dapat ditingkatkan",Fear
packing simpang-siur ada yg bocir tumpah semua,Anger
"Recommended seller. fast respons, kualitas barang cukup, sesu?i harga. terimakasih",Happy
"Baru 2 hari pemakaian, Kindle Paperwhite nya rusak. Penjual tidak mau di-return dan bantu klaim garansi. Sedih bangettt... ????????",Sadness
Bocor rembes bagian atas . kalo dimiringin bisa abis,Fear
"bahan dan model bagus, hanya saja size terlalu kecil udah up 1 size masih ngepas .Modelnya kekinian.",Happy
"barang pecah, ndak tau dr seller apa ekspedisinya, sayangnya saya selesaikan transaksinya sblm diunboxing, bgtu dibuka malah pecah.. barang cm dilapisi satu lapis bublewarp tipis. .. overall kecewa",Sadness
"Sangat amat kecewa, tidak layak jual",Sadness
Mantaaaappp sudah dijahit dengan sempurna,Love
Kurang puas sama dompetnya,Sadness
pegawai nya kurang pokok nih pengiriman kurang satu bukunya mengangkut lagi dengn kemegahan yang lain lagi,Anger
percumaa atc ... orangg gakk adaaa dipakett nyaaa ...,Anger
"Bentuknya Bagus, cuman g nyimpen memory, kalau mati listrik atau abis batre, mesti setting ulang jam tanggal alarm dll.",Fear
alhamdulillah barang diterima dengan benar-benar baik packing aman segenap sesuai pesanan gembira banget cocok mie sedap apalagi ada varian laksa singapura,Love
"Paket sudah sampai dengan box rusak sebagian dan kotor seperti terjatuh, dicek bagian dalamnya, selotipnya penyok, penyoknya menyedihkan.",Sadness
"Orang beli disini karena tertipu dengan harganya yang murah, produknya tidak berguna dan tidak berfungsi seperti wax lainnya.Secara umum harganya murah karena produknya murah.",Anger
barang sampe dengan sobek gw di kasih jasad rijek haru biru ni seller,Anger
"lembut banget, bagus, pegannya juga nyaman. bobotnya sedang ngga berat juga ngga yg ringan2 banget",Happy
"Beli dsni sih pengen free giftNya sebenerNya, jadi buruan bayar saat masih ada gambar free gift lunch bag nya. Tapi kecewa sangat, ternyata pihak penjual baru konfirmasi kalau free gift bagNya telah habis saat barang udah dlm proses pengantaran, dan blg klo d ganti dg free gift lain. Ehh,, ternyata cuma dapat 2 Tumbler dr lactamil,, jujur kecewa. Padahal bela2in beli d lapak ini krn udh punya 2 royal swimmng pool dr lapak oyen n biru ??.",Sadness
hancurrrr. agak keras dan rasanya sudah lama,Anger
"Puas sekali, saya rekomendasikan toko ini bagi yang ingin membeli cat pilok disini, pengiriman cepat, kilat, semoga banyak yang membeli dari toko ini, amin, terima kasih banyak.",Love
"saya sungguh kecewa dg membeli masker produk ini, krn isinya yh seharusnya 1 dos 20 pieces, ternyata ada 5 pieces masker tdk ada talinya shg tdk bisa digunakan sebagaimana mestinya, mohon perhatiannya, tks",Sadness
"Pinggiran buku sobek, mungkin karna packagingnya",Sadness
alamakbusetpackingnya kurang rapidi bungkus plastik suci transparan ajaharusnya di saput plastik aswad aja biar rapih,Anger
pengirimannya memakan waktu yang sangat lama,Anger
"penjual tidak amanah, minta masker warna abu dan hitam,di kirim abu semua",Anger
barang sudah diterima dan berfungsi dengan baik. terima kasih,Happy
gepuknya pahit,Sadness
"Packingnya jelek sekali gan, penyok dan sebagian isolasinya terbuka seperti sudah dibongkar",Anger
"Aftersalesnya jelek, penjual tidak membaca chat dan tidak membalas, hanya janji",Fear
"Rasanya gak spt biasanya. Pembelian yg ke 3 ini ASIN KEBANGETAN !!! Udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!",Anger
"So far kualitas dan bentuk pellet paling bagus dari smua toko yg pernah saya beli. Packing oke dan pengiriman juga cepat, recommended lah pokoknya ????",Love
"saya beli 3,,allhamdulillah barang sampai tujuan dan sangat memuaskan",Happy
"kesekian kalinya order disini, gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini, selain bisa digunakan untuk soup ayam ,bisa juga direbus dan diminum air rebusannya, thank you?????????????",Love
"untuk toples bahannya bagus, bahan lainnya oke, tapi untuk tutup toplesnya ada selotipnya, mohon diperhatikan, lubangnya terlalu besar, mudah ditarik sampai lepas, tapi tutupnya terbalik, tongkatnya terlalu kecil, lubang di plastik tongkatnya tidak bisa masuk. Ujung-ujungnya tutupnya harus diganti dengan tongkat, jadi tutup selotip, tapi saya coba buat, karena sudah agak kecil, maaf,agak panjang, review yang lain bagus.",Fear
"anak saya dari lahir sampai skrg setia pakai ini, suka sekali.",Love
"Barangnya tidak sesuai gambar, jadi harganya murah",Fear
Tipis bener. Terakhir beli ga setipis ini,Fear
tidak bekerja,Fear
"Paket sudah diterima dan di test, lancar tanpa macet, pokoknya recommended buat yang byari printer connect cash drawer, ya panda aja, setting nya jg gampang",Happy
BOCORR isinya,Sadness
"Barang Original, sudah di cek keasliannya. Sudah di coba dan berfungsi dengan baik. Pengiriman menggunakan Pos Indonesia. Gilaaaa cepet nya ampun dah, gak ada obat. Beli Sabtu sampe Purwokerto hari Minggu. Gilaaaaa... 1 hari cooooy... wow diluar ekspetasi. Semua fitur berfungsi baik. Produk sesuai deskripsi. suaranya bagus dan jernih.",Happy
Ukuran sesuai. Nyaman dipakai si kecil. Bahannya berkualitas. Proses pesanan cepat. Empuk buat jalan. Modelnya keren ??.,Happy
"Saya sudah pesan yang kedua disini, packingnya rapi untuk lilin dan tulisan ultahnya yang rawan pecah, dimasukkan ke dalam kardus, pengirimannya juga cepat, semua barang yang dipesan lengkap dan kualitasnya bagus, balonnya semua, lilinnya tidak ada yang bocor, lilin dan tulisan ultahnya juga tidak pecah, anak bungsu saya senang sekali, terima kasih banyak.",Love
ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,Fear
