Customer Review,Emotion,text_clean
"Barang penyok Gaes. Klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. Returan sy dari toko sebelah dibalikin lewat Toped. Mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. Untung asuransi mau terima claim. Jadi hati2 Gaes! Nutrilon sudah mulai tidak AMANAH!",Fear,barang penyok gaes klo dari ekspedisi kardus harusnya rusak nah ini kardusnya tebal dan masih mulus returan sy dari toko sebelah dibalikin lewat toped mana bohong lagi foto yg dikirim ke tokopedia care bukan foto paket saya untung asuransi mau terima claim jadi hati2 gaes nutrilon sudah mulai tidak amanah
"hadiah gak di kirim , toko offical tapi gak amanah , kapok dah",Fear,hadiah gak di kirim toko offical tapi gak amanah kapok dah
Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,Fear,baru pakai sekali langsung koyak bahan tipis pengiriman lama chat ga pernah di bls ga recommended
Proses pengiriman lama. Bahan tipis,Fear,proses pengiriman lama bahan tipis
biasa aja..harga lebih mahal dri toko sebelah,Fear,biasa ajaharga lebih mahal dri toko sebelah
"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada...uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah...pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya...",Fear,pesan dari kota tangerang tiba2 dikirim dari toko cabang hadiah tidak adauda komplain dan banding tanggapan tokopedia n official store tidak baik belanja ditoko online lain ga pernah trik ky gini uda salah ga mau ngaku salahpas cekout uda ulang2 diliat bener ini kirim dari kota tangerang sudah screenshot juga itu yg dibeli saya juga bisa liat mana yg toko cabang mana yg dari tangerang hatihati utk pembeli lain jangan sampai ada yg kena ky saya
sangat mengecewakan... mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping.... hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus...,Fear,sangat mengecewakan mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus
Gak dpat tefal seperti info..dan gak ada konfirmasi terkait hal ini..udah beli beberp kali sesuai tp kali ini sama sekali tidak sesuai..mending official store ecommerce lain..buruk sangat buruk,Fear,gak dpat tefal seperti infodan gak ada konfirmasi terkait hal iniudah beli beberp kali sesuai tp kali ini sama sekali tidak sesuaimending official store ecommerce lainburuk sangat buruk
"Belanja harus hati2, Tidak Jelas. Sangat Kecewa untuk belanja kali ini.",Fear,belanja harus hati2 tidak jelas sangat kecewa untuk belanja kali ini
"paket datang kardus penyok & robek. malu klo buat kado. udah banyak yg gini, kenapa tidak ada perbaikan dr mooimom?",Fear,paket datang kardus penyok robek malu klo buat kado udah banyak yg gini kenapa tidak ada perbaikan dr mooimom
saya nyesel pake yg same day.. rugi dikirimnya lama,Fear,saya nyesel pake yg same day rugi dikirimnya lama
ini buat kado loh. masa dusnya hancur seperti ini.,Fear,ini buat kado loh masa dusnya hancur seperti ini
paraahh bgt box hipseat tdk sesuai dgn yg saya pesan. box rusak banget padahal kemasan luar rapih. itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust. bahan nya agak kasar ga lembut. saya khawatir ini gak ori. walopun lg promo tp tolong diberesin dong pengemasan nya. masa salah box gimana sih.,Fear,paraahh bgt box hipseat tdk sesuai dgn yg saya pesan box rusak banget padahal kemasan luar rapih itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust bahan nya agak kasar ga lembut saya khawatir ini gak ori walopun lg promo tp tolong diberesin dong pengemasan nya masa salah box gimana sih
"kemasannya kurang baikk kotakya gak rapih seperti bekas, pada hal mau buat kado??????",Fear,kemasannya kurang baikk kotakya gak rapih seperti bekas pada hal mau buat kado
selang nya bolong ada 2 titik. harusnya sebelum kirim di cek dulu.,Fear,selang nya bolong ada 2 titik harusnya sebelum kirim di cek dulu
"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",Fear,sangat mengecewakan hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia semoga kedepannya deskrepsikan produk apa adanya sehingga konsumen mengerti dan paham produck yg anda jual
"cukup sekali aja beli disini.. barang baru dikirim setelah 3 hari order, di chat gak direspon, packaging terkesan asal.. cukup tau aja..",Fear,cukup sekali aja beli disini barang baru dikirim setelah 3 hari order di chat gak direspon packaging terkesan asal cukup tau aja
"gausah beli ringlight disini, yg dikirim barang rusak. ringlightnya mati packingan tipis buat tripodnya bengkok. pengembalian dana ribet. saya ga terlalu masalah dgn tripodnya tapi ini ringlightnya gabisa dipake sm sekali saya mau kembaliin ringlight aja malah di persulit.nyesel beli disini buang2 duit buang2 waktu",Fear,gausah beli ringlight disini yg dikirim barang rusak ringlightnya mati packingan tipis buat tripodnya bengkok pengembalian dana ribet saya ga terlalu masalah dgn tripodnya tapi ini ringlightnya gabisa dipake sm sekali saya mau kembaliin ringlight aja malah di persulitnyesel beli disini buang2 duit buang2 waktu
Barang dikirim tidak lengkap. Nggak ada phone holdernya. Jadi HP gak bisa dipasang. Sudah chat tapi respon lambat. Seolah sengaja dimepetin dengan durasi waktu selesai otomatis,Fear,barang dikirim tidak lengkap nggak ada phone holdernya jadi hp gak bisa dipasang sudah chat tapi respon lambat seolah sengaja dimepetin dengan durasi waktu selesai otomatis
"bagi temen mending ga usah beli drone disini, drone yang saya pakai baru dipakai 1 hari terbangnya udah miring, pas take off malah jungkir balik sendiri, baling-baling kadang mati kadang hidup, chat ke penjual cuma diread dan ga direspon, klo ada bintang 0 mah udah tak kasi bintang 0 ni toko. ga niat jualan.",Fear,bagi temen mending ga usah beli drone disini drone yang saya pakai baru dipakai 1 hari terbangnya udah miring pas take off malah jungkir balik sendiri balingbaling kadang mati kadang hidup chat ke penjual cuma diread dan ga direspon klo ada bintang 0 mah udah tak kasi bintang 0 ni toko ga niat jualan
"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",Fear,sangat kecewa belanja disini response sangat lambatorder instant courier di kirim besok nya sore pula aduuuuh official store tapi pelayanan nya kayak gini its not recomended deh
"Judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. Ini blm pasti dpt right light ya, hati2 kl beli",Fear,judul deskripsi misleading bikin org salah paham udah keburu yg nyampe nggak sesuai pesanan ini blm pasti dpt right light ya hati2 kl beli
"Barang yang dikirim kotor dan bekas, double tape sudah terbuka dan ada rambut, deskripsi padahal baru bukan bekas",Fear,barang yang dikirim kotor dan bekas double tape sudah terbuka dan ada rambut deskripsi padahal baru bukan bekas
"Jujur kecewa, 1. Pengiriman sangat terlambat. 2. Lampu LED kualitasnya sangat buruk, pakai kurang lebih 15 menit langsung mati, tak terpakai lagi. 3. Akrilik hitam seperti yang dijanjikan tidak ada. 4. Ada harga ada rupa.5. It's a Negative Negative deal afterall.",Fear,jujur kecewa 1 pengiriman sangat terlambat 2 lampu led kualitasnya sangat buruk pakai kurang lebih 15 menit langsung mati tak terpakai lagi 3 akrilik hitam seperti yang dijanjikan tidak ada 4 ada harga ada rupa5 its a negative negative deal afterall
"silica gel nya lembab, packing kurang rapat dan rapih. seharusnya di packing dengan rapat",Fear,silica gel nya lembab packing kurang rapat dan rapih seharusnya di packing dengan rapat
"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",Fear,packing kurang baik untuk silica gel hanya dibungkus plastik dan plastiknya di hekter sehingga udara bisa keluar masuk mestinya di seal supaya kedap udar
"barang oke, tapi seller packingnya asal, kemasannya bocor, silica gelnya jadi keluar semua, apa gunanya lagi silica gelnya ? sudah terkena udara. Tida direkomendasikan buat beli disini",Fear,barang oke tapi seller packingnya asal kemasannya bocor silica gelnya jadi keluar semua apa gunanya lagi silica gelnya sudah terkena udara tida direkomendasikan buat beli disini
"barang tidak lengkap, sudah coba kirim video unboxing tapi ga bisa2 masuk.sudah minta nomer WA dan email, agar bisa kirim videonya tapi tidak direspon.dan sudah balas email ke tokopedia juga, tapi tidak di balas. percuma barang nya juga tidak bisa di pakai karena tidak lengkap(padahal di gambar tertera free)",Fear,barang tidak lengkap sudah coba kirim video unboxing tapi ga bisa2 masuksudah minta nomer wa dan email agar bisa kirim videonya tapi tidak direspondan sudah balas email ke tokopedia juga tapi tidak di balas percuma barang nya juga tidak bisa di pakai karena tidak lengkappadahal di gambar tertera free
"Sepertinya kali ini berlaku prinsip harga sesuai kualitas. Waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas. Lanjut kemudian tiang penyangga bagian tengah lepas. Lanjut penghubung tiang tidak bisa dicantolin. Saya coba, masih biaa di pake. Ada sedikit harapan, Tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. Jadi totally ga bisa di pake. Yahhh anggap aja hitung2 amal deh. Pengalaman aja. Untuk tokonya no comment sih, krn ga komunikasi lebih.",Fear,sepertinya kali ini berlaku prinsip harga sesuai kualitas waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas lanjut kemudian tiang penyangga bagian tengah lepas lanjut penghubung tiang tidak bisa dicantolin saya coba masih biaa di pake ada sedikit harapan tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape jadi totally ga bisa di pake yahhh anggap aja hitung2 amal deh pengalaman aja untuk tokonya no comment sih krn ga komunikasi lebih
"pengiriman sangat lama padahal didalam jabodetabek. begitu barang sampai ada satu yg cacat. kayak ada bagian belum selesai finishing, alhasil harus motong bagian yg berlebih terus di amplas. perekat 3M nya juga sulit dikelupas. Mohon kedepannya sebelum barang dikirim dicek dulu. Udh ada 2 barang yg cacat juga ini.",Fear,pengiriman sangat lama padahal didalam jabodetabek begitu barang sampai ada satu yg cacat kayak ada bagian belum selesai finishing alhasil harus motong bagian yg berlebih terus di amplas perekat 3m nya juga sulit dikelupas mohon kedepannya sebelum barang dikirim dicek dulu udh ada 2 barang yg cacat juga ini
"Produk memang sesuai deskripsi penjual. Harga jg terjangkau. Pengiriman pun cepat. Tapi kualitas produknya berbeda dgn original/bawaan spt tingkat presisi antar bagian maupun finishing nya. Agak keras diputar2 utk setting. Bautnya pun yg panjang,padahal original nya yg panjang hanya utk kamera saja,sehingga menjadi pemberat di helm.",Fear,produk memang sesuai deskripsi penjual harga jg terjangkau pengiriman pun cepat tapi kualitas produknya berbeda dgn originalbawaan spt tingkat presisi antar bagian maupun finishing nya agak keras diputar2 utk setting bautnya pun yg panjangpadahal original nya yg panjang hanya utk kamera sajasehingga menjadi pemberat di helm
"Packing kurang aman, handle patah,emang bahan plastiknya ringkih sih, maklum. Pengiriman lumayan cepat.",Fear,packing kurang aman handle patahemang bahan plastiknya ringkih sih maklum pengiriman lumayan cepat
barang yg dikirim tidak sesuai pesanan (salah warna) harap bisa lebih teliti lg dan merespon komplain dgn lebih tanggap.,Fear,barang yg dikirim tidak sesuai pesanan salah warna harap bisa lebih teliti lg dan merespon komplain dgn lebih tanggap
"Cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. Chat ke penjualnya, bilang nya itu cuma bonusan.. so.. emang klo bonusan harus dkasi yg rusak..",Fear,cepet nyampe karena pake yg kiriman sehari mic nya ga bsa dpake chat ke penjualnya bilang nya itu cuma bonusan so emang klo bonusan harus dkasi yg rusak
"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack.",Fear,saya melihat review produk ini hasil suara kualitas di youtube lumayan bagus tapi kenapa berbeda ya ketika beli barang nya noise nya masih terdengar meskipun pakai deadcat di indoor dan ga compatible juga sama splitter jack
"Saya sudah tulis motif iron cement, tapi ternyata ga ke save. Penjual ga tanya motif dulu, malah langsung kirim motif acak. ??",Fear,saya sudah tulis motif iron cement tapi ternyata ga ke save penjual ga tanya motif dulu malah langsung kirim motif acak
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear,miniboxnya sih ok lampu led berfungsi dan menyala semua tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau
"Murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",Fear,murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan gak berat jd utk harga murah begini ya gausah ekspektasi tinggi2
Keras sekali. Sampai tangan sakittt . Yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,Fear,keras sekali sampai tangan sakittt yg dijual paket bagus yg dijual lepasnya beda bgt nyesel beli banyak
"unboxing barang setelah seminggu karena dr luar kota, kecewa bgt sy beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yg dikirim cuma tripod aja, cover plastiknya tidak ada. emang harga murah, gak sebrapa tapi kualitas toko harusnya diutamakan. gak tau gak teliti atau sengaja gak dikirim. yg pasti costumer udah dirugikan. waspada yg belanja online, power Negativege gak ngejamin trust seller.",Fear,unboxing barang setelah seminggu karena dr luar kota kecewa bgt sy beli 2 barang ditoko ini satu tripod ini satu lagi cover plastik anti air pas diunboxing ternyata yg dikirim cuma tripod aja cover plastiknya tidak ada emang harga murah gak sebrapa tapi kualitas toko harusnya diutamakan gak tau gak teliti atau sengaja gak dikirim yg pasti costumer udah dirugikan waspada yg belanja online power negativege gak ngejamin trust seller
"Barang hilang/tidak sampai tujuan. Resi nyangkut di agen kurir. Sempat kontak CS, dan CS mau tanyakan ke rekannya dulu, tapi sampai sekarang tidak ada kejelasan. Sayang sekali. Untung ini barang murah, jadi sy jg tidak rugi2 amat.",Fear,barang hilangtidak sampai tujuan resi nyangkut di agen kurir sempat kontak cs dan cs mau tanyakan ke rekannya dulu tapi sampai sekarang tidak ada kejelasan sayang sekali untung ini barang murah jadi sy jg tidak rugi2 amat
